barcode,title,subtitle,description,manufacturer_name,manufacturer_phone_adress,manufacturer_email,size_color,image,price,currency
0705632090053," Orange flower water, vinegar "," Orange flower water, vinegar ","Orange flower water, vinegar
",ENTREPRISE BOUCHENAFA,"Tel :00213 555 61 06 33 / Adresse: Rue AF- № 11, Cité des Palmiers, BLIDA, ALGERIE - Algeria.",1966bouchenafa@gmail.com,,,,DZD
0710535266269,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0710535441345,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM,"Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0705632598658,Cleaning products,Cleaning products,Cleaning products,"Tel: 00213 770 96 33 51 / Adresse: BP 128, BENI YENI - TIZI-OUZOU - ALGERIE","Tel: 00213 770 96 33 51 / Adresse: BP 128, BENI YENI - TIZI-OUZOU - ALGERIE",grc_loc@yahoo.fr,,,,DZD
0705632271186,DETERGENTS,DETERGENTS,DETERGENTS,ETS BELLEBOU,"Phone: 00213 771069693 / Adresse: RUE DU BAS-SIDI GHILES, TIPAZA, ALGERIE ALGERIA. ",omar.bien@hotmail.com,,,,DZD
0710535988666,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535498189,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE,Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830062,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114569547,Confiserie générale et chocolat,Confiserie générale et chocolat,Confiserie générale et chocolat,Entreprise HSS,Phone: 00213 550 90 99 94 / Adresse: Lot 164 BORDJ EL KIFEN - ALGER - 16031 – Algeria,said.adel16000@gmail.com,,,,DZD
0745114567468,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
74511466962,"Papeterie, articles scolaires et fournitures de bureaux ","Papeterie, articles scolaires et fournitures de bureaux ","Papeterie, articles scolaires et fournitures de bureaux ",SARL MONAMIX STATIONNERY,Phone 00213 553 58 14 40 / Adresse78 Avenue des Frères Abdeslami KOUBA ALGER 16050 Algeria,Fedou111al@yahoo.com,,,,DZD
0745760916658,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Piment doux P.M / 10 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862460,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862460,epicesramha@gmail.com,,,,DZD
0705632832394,Detergents,Detergents,Detergents,MAY DETRERGENT ,"00213 772 12 25 30 /Cité Oued Edheb, P05. ANNABA, ALGERIA.",fatehcherif76@gmail.com,,,,DZD
0705632090060,"Tel :00213 555 61 06 33 / Adresse: Rue AF- № 11, Cité des Palmiers, BLIDA, ALGERIE - Algeria.","Orange flower water, vinegar","Orange flower water, vinegar",ENTREPRISE BOUCHENAFA,"Tel :00213 555 61 06 33 / Adresse: Rue AF- № 11, Cité des Palmiers, BLIDA, ALGERIE - Algeria.",1966bouchenafa@gmail.com,,,,DZD
0710535441352,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM," Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0705632598665,Cleaning products,Cleaning products,Cleaning products,EURL GRAINE DISTRIBUTION ,"Tel: 00213 770 96 33 51 / Adresse: BP 128, BENI YENI - TIZI-OUZOU - ALGERIE",grc_loc@yahoo.fr,,,,DZD
0705632271193,DETERGENTS,DETERGENTS,DETERGENTS,ETS BELLEBOU,"Phone: 00213 771069693 / Adresse: RUE DU BAS-SIDI GHILES, TIPAZA, ALGERIE ALGERIA",omar.bien@hotmail.com,,,,DZD
0710535988673,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535471991,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE,Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830079,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114569554,Confiserie générale et chocolat,Confiserie générale et chocolat,Confiserie générale et chocolat,Entreprise HSS,Phone: 00213 550 90 99 94 / Adresse: Lot 164 BORDJ EL KIFEN - ALGER - 16031 – Algeria,said.adel16000@gmail.com,,,,DZD
0745114567475,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760916665,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Mélange d’épices p.m / 10 g, ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0705632860403,Detergents,Detergents,Detergents,MAY DETRERGENT ,"00213 772 12 25 30 /Cité Oued Edheb, P05. ANNABA, ALGERIA.",fatehcherif76@gmail.com,,,,DZD
0710535441369,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM,,benmazouz.hakim@gmail.com,,,,DZD
0710535988680,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0705632830086,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ," Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114567482,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760109104, POÊLE N° 16 , POÊLE N° 16 ,Vaisselle et ustensiles de cuisine,SARL CHREA MENAGE,Adresse : Rue Tessali Amar – Bougara - Willaya de Blida – 09008 – Algerie – Algeria / Phone : 00213 25 45 13 99,chreadz@yahoo.fr,,,,DZD
0745760115792,FEUILLES DE DIOUL Made in Bladi,FEUILLES DE DIOUL ,Pâtes alimentaires,E.T.S TLIDJINE, Adresse : Rue des Frères Safta – BOUFARIK – BLIDA – 09400 – Algérie - Algeria / Phone: 00213 558 37 55 95,zina_boukhari@hotmail.fr,,,,DZD
0745760916672,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Poivre Noir p.m / 10 g, ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125641898,Falafel de qualité Made in Algeria ,Falafel de qualité Made in Algeria ,Falafel de qualité Made in Algeria ,ENTREPRISE EL HARA,Adresse : Entreprise El HARA - Cité AIN NAADJA - 1610 LOGEMENT – 16065 ALGER – Algeria - Algérie Codes à barres 0745125641898 / Phone :00213 675 10 77 42,barkatmohamed1991@gmail.com,,,,DZD
0745125862477,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862477,epicesramha@gmail.com,,,,DZD
0745125955872,Nettoyant de sol au parfum de Lavande,Nettoyant de sol au parfum de Lavande,Nettoyant de sol au parfum de Lavande en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955872,kriouasido@gmail.com,,,,DZD
0710535054767,Cakes and cookies, Cakes and cookies, Cakes and cookies,DEBBACHE BIS,Tel : 00213 770 88 96 64 /Adresse: Cité Houari Boumedienne / Chelghoum Laid / willaya de Mila Algeria,raoufrealm@live.fr,,,,DZD
0710535441376,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM," Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0745114760753, HENNÉ BLANC du Grand Maghreb, HENNÉ BLANC du Grand Maghreb,"
Masque de Henné dénommé : ADORABLE MASQUE VISAGE à BASE DE HENNÉ BLANC, Henné Naturel utilisé au Maghreb, spécialement au Maroc, Algérie et Tunisie
",Sarl Skafe ,"Phone : 00213 31741127 / Adresse: Cité Thenia de la Ville de Mila – 43000 – Wilaya de Mila, Algerie, Algeria",sarl.skafe@gmail.com,,,,DZD
0710535988697,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0705632830093,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114569561,Confiserie générale et chocolat,Confiserie générale et chocolat,Confiserie générale et chocolat,Entreprise HSS,Phone: 00213 550 90 99 94 / Adresse: Lot 164 BORDJ EL KIFEN - ALGER - 16031 – Algeria,said.adel16000@gmail.com,,,,DZD
0745114567499,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760109111,POÊLE N° 18 ,POÊLE N° 18 ,Vaisselle et ustensiles de cuisine,SARL CHREA MENAGE,Adresse : Rue Tessali Amar – Bougara - Willaya de Blida – 09008 – Algerie – Algeria / Phone : 00213 25 45 13 99,chreadz@yahoo.fr,,,,DZD
0745760916689,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Piment fort p.m / 10 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745760993383,Produits alimentaires Made in Algeria ,Produits alimentaires Made in Algeria ,Produits alimentaires Made in Algeria ,SARL MIKE FOOD ,SARL MIKE FOOD / Adresse : OUM SDIRA N°53 Bis 01 - Douera - Alger – Algérie – Algeria / Phone : 00213 557 49 89 10,milcondi3@gmail.com,,,,DZD
0745178444514,NETTOYANT SOL PARFUME,SANIBON 5L,MIDILA CLEAN est un nettoyant sol disponible en plusieurs parfums rafraichissants.,MIDILA CLEAN,+213781536792,midilaclean@gmail.com,5l,,,DZD
0705632860427,Detergents,Detergents,Detergents,MAY DETRERGENT ,"00213 772 12 25 30 /Cité Oued Edheb, P05. ANNABA, ALGERIA.",fatehcherif76@gmail.com,,,,DZD
0710535441383,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM,"Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0745114569578,Confiserie générale et chocolat,Confiserie générale et chocolat,Confiserie générale et chocolat,Entreprise HSS,Phone: 00213 550 90 99 94 / Adresse: Lot 164 BORDJ EL KIFEN - ALGER - 16031 – Algeria,said.adel16000@gmail.com,,,,DZD
0745114567505,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760109128,POÊLE N° 20 ,POÊLE N° 20 ,Vaisselle et ustensiles de cuisine,SARL CHREA MENAGE,Adresse : Rue Tessali Amar – Bougara - Willaya de Blida – 09008 – Algerie – Algeria / Phone : 00213 25 45 13 99,chreadz@yahoo.fr,,,,DZD
0745760916696,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Épices viande blanche / 20 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745178444491,LIQUIDE VAISSELLE,Liquide vaisselle ,"MIDILA CLEAN est un liquide vaisselle qui fait briller sans laisser de traces
avec une formule ultra efficace, concentrée et économique",MIDILA CLEAN,+213781536792,midilaclean@gmail.com,5l,,,DZD
0705632312193,Pasta,Pasta,Pasta,E.T.S BAGHRICHE," 00213 550 55 79 82 / AVENUE KIKAYA AMAR,1°er ÉTAGE, N°03, CONSTANTINE, Algeria",warda.tunis16@gmail.com,,,,DZD
0710535054774, Cakes and cookies, Cakes and cookies, Cakes and cookies,DEBBACHE BIS,Tel : 00213 770 88 96 64 /Adresse: Cité Houari Boumedienne / Chelghoum Laid / willaya de Mila Algeria,raoufrealm@live.fr,,,,DZD
0705632830109,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114576507,Compléments alimentaires,Compléments alimentaires,Compléments alimentaires à base de plantes médicinales ,Entreprise Chikh Mohand Gouraya,"Phone : 00213 770 73 65 63 / Adresse : Rue Zidanni Smail - Group Malika - N° 19, Lot 77 - El kseur – 06006 – Bejaia – Algeria.",hamaneg@yahoo.fr,,,,DZD
0745114567512,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760109135,POÊLE N° 22 ,POÊLE N° 22 ,SARL CHREA MENAGE,SARL CHREA MENAGE,Adresse : Rue Tessali Amar – Bougara - Willaya de Blida – 09008 – Algerie – Algeria / Phone : 00213 25 45 13 99,chreadz@yahoo.fr,,,,DZD
0745760916702,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Curry / 20 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125647876,Purée de pomme de terre Made in Algeria ,Purée de pomme de terre Made in Algeria ,Purée de pomme de terre en boites de 100 g,EURL BRM PACKAGING,EURL BRM PACKAGING - CITÉ POLICE BAT 103 BOUZAREAH - ALGER 16032 - Algeria - Algérie Codes à barres 0745125647876 - Phone : 000213 557700953,barkatmohamed1991@gmail.com,,,,DZD
0745178444507,GEL JAVEL,GEL JAVEL ,Sa formule très performante associe l'action désinfectante de l'eau de Javel à des agents dégraissants très puissants. ,MIDILA CLEAN,+213781536792,midilaclean@gmail.com,,,,DZD
0745178643405,Biscuits Made In Algeria NATELLO,Biscuits Made In Algeria NATELLO,"Biscuits Made In Algeria NATELLO
",Biscuiterie ELBENS,Phone : 00213 561 58 12 90 / Adresse : Cité 72 Logements Bat A – N° 06 Draa Ben-Khedda – 15004 Wilaya de Tiz-Ouzou – Algeria – Algérie Codes à Barres 0745178643405,benselama.mohamed92@gmail.com,,,,DZD
0705632312209,Pasta,Pasta,Pasta,E.T.S BAGHRICHE,": 00213 550 55 79 82 / AVENUE KIKAYA AMAR,1°er ÉTAGE, N°03, CONSTANTINE, Algeria",warda.tunis16@gmail.com,,,,DZD
0705632830116,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114576514,Compléments alimentaires ,Compléments alimentaires ,Compléments alimentaires à base de plantes médicinales ,Entreprise Chikh Mohand Gouraya,"Phone : 00213 770 73 65 63 / Adresse : Rue Zidanni Smail - Group Malika - N° 19, Lot 77 - El kseur – 06006 – Bejaia – Algeria.",hamaneg@yahoo.fr,,,,DZD
0745114567529,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745760109142,POÊLE N° 24 ,POÊLE N° 24 ,Vaisselle et ustensiles de cuisine,SARL CHREA MENAGE,Adresse : Rue Tessali Amar – Bougara - Willaya de Blida – 09008 – Algerie – Algeria / Phone : 00213 25 45 13 99,chreadz@yahoo.fr,,,,DZD
0745760916719,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Chawarma / 20 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862484,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862484,epicesramha@gmail.com,,,,DZD
0745125955889,Nettoyant de sol au parfum Marine ,Nettoyant de sol au parfum Marine ,Nettoyant de sol au parfum Marine en Bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955889,kriouasido@gmail.com,,,,DZD
0745178444521,LIQUIDE VAISSELLE,Liquide vaisselle bouteille,"MIDILA CLEAN est un liquide vaisselle qui fait briller sans laisser de traces avec une formule ultra efficace, concentrée et économique",MIDILA CLEAN,+213781536792,midilaclean@gmail.com,,,,DZD
0705632312216,Pasta,Pasta ,Pasta,E.T.S BAGHRICHE,,warda.tunis16@gmail.com,,,,DZD
0710535054781,Cakes and cookies,Cakes and cookies,Cakes and cookies,DEBBACHE BIS,Tel : 00213 770 88 96 64 /Adresse: Cité Houari Boumedienne / Chelghoum Laid / willaya de Mila Algeria,raoufrealm@live.fr,,,,DZD
0705632830123,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114468031,Épices ,Épices,Épices et condiments de qualité supérieure ,KHEDAOUDJ EPICES,Phone: 00213 67170 82 65 / Adresse: Commune BeKkouche Lakhdar Daira Ben Azzouz - Willaya de SKIKDA 21009 - Algeria ,khedaoudjspices@gmail.com,,,,DZD
0745114576521,Compléments alimentaires ,Compléments alimentaires ,Compléments alimentaires à base de plantes médicinales ,Entreprise Chikh Mohand Gouraya,"Phone : 00213 770 73 65 63 / Adresse : Rue Zidanni Smail - Group Malika - N° 19, Lot 77 - El kseur – 06006 – Bejaia – Algeria.",hamaneg@yahoo.fr,,,,DZD
0745114567536,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745114680815,Compléments alimentaires,Compléments alimentaires,Compléments alimentaires à base de plantes médicinales,Entreprise Chikh Mohand Gouraya,"Phone : 00213 770 73 65 63 / Adresse : Rue Zidanni Smail - Group Malika - N° 19, Lot 77 - El kseur – 06006 – Bejaia – Algeria.",hamaneg@yahoo.fr,,,,DZD
